route_id,geometry_type,part_index,ring_index,vertex_index,longitude,latitude,route_rank,route_length_m,trace_overlap_sample_pct,expected_overlap_sample_pct,start_elevation_m,end_elevation_m,min_elevation_m,max_elevation_m
ROUTE_0057,LineString,0.0,0.0,1.0,127.02405334887742,37.49887441559237,5.0,44.2,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0057,LineString,0.0,0.0,2.0,127.02410525553476,37.49887224259713,5.0,44.2,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0057,LineString,0.0,0.0,3.0,127.02400565202504,37.49895641686497,5.0,44.2,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0057,LineString,0.0,0.0,4.0,127.02389536718616,37.49888111509994,5.0,44.2,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0057,LineString,0.0,0.0,5.0,127.02394738694068,37.498878942151215,5.0,44.2,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0016,LineString,0.0,0.0,0.0,127.02353643145796,37.49817759131401,6.0,54.2,100.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0016,LineString,0.0,0.0,1.0,127.02365936756686,37.49821144459701,6.0,54.2,100.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0016,LineString,0.0,0.0,2.0,127.02371964813604,37.49822801102633,6.0,54.2,100.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0016,LineString,0.0,0.0,3.0,127.0235578392085,37.49828687912039,6.0,54.2,100.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0016,LineString,0.0,0.0,4.0,127.0234762640566,37.49816102476856,6.0,54.2,100.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0016,LineString,0.0,0.0,5.0,127.02353643145796,37.49817759131401,6.0,54.2,100.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0009,LineString,0.0,0.0,0.0,127.02372648156192,37.49909522822775,7.0,54.3,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0009,LineString,0.0,0.0,1.0,127.02375517398065,37.49899421966074,7.0,54.3,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0009,LineString,0.0,0.0,2.0,127.02376918119688,37.49894466149876,7.0,54.3,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0009,LineString,0.0,0.0,3.0,127.02386048190333,37.49906618883743,7.0,54.3,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0009,LineString,0.0,0.0,4.0,127.0237124742894,37.49914478638341,7.0,54.3,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0009,LineString,0.0,0.0,5.0,127.02372648156192,37.49909522822775,7.0,54.3,0.0,100.0,12.98999977,12.98999977,12.98999977,12.98999977
ROUTE_0008,LineString,0.0,0.0,0.0,127.02229484918077,37.501215394203,8.0,301.1,85.7,100.0,12.28999996,12.98999977,12.28999996,12.98999977
ROUTE_0008,LineString,0.0,0.0,1.0,127.02334624232364,37.498977902869775,8.0,301.1,85.7,100.0,12.28999996,12.98999977,12.28999996,12.98999977
ROUTE_0008,LineString,0.0,0.0,2.0,127.02374082776667,37.499044678895,8.0,301.1,85.7,100.0,12.28999996,12.98999977,12.28999996,12.98999977
ROUTE_0011,LineString,0.0,0.0,0.0,127.02337863826288,37.49878436031473,9.0,54.1,57.1,100.0,15.35000038,15.35000038,12.60000038,15.35000038
ROUTE_0011,LineString,0.0,0.0,1.0,127.02350010614194,37.498821367572354,9.0,54.1,57.1,100.0,15.35000038,15.35000038,12.60000038,15.35000038
ROUTE_0011,LineString,0.0,0.0,2.0,127.02355959603256,37.49883946594954,9.0,54.1,57.1,100.0,15.35000038,15.35000038,12.60000038,15.35000038
ROUTE_0011,LineString,0.0,0.0,3.0,127.02339552257992,37.49889409953749,9.0,54.1,57.1,100.0,15.35000038,15.35000038,12.60000038,15.35000038
ROUTE_0011,LineString,0.0,0.0,4.0,127.02331914845962,37.49876626184621,9.0,54.1,57.1,100.0,15.35000038,15.35000038,12.60000038,15.35000038
ROUTE_0011,LineString,0.0,0.0,5.0,127.02337863826288,37.49878436031473,9.0,54.1,57.1,100.0,15.35000038,15.35000038,12.60000038,15.35000038
ROUTE_0013,LineString,0.0,0.0,0.0,127.0232619493996,37.49847695999476,10.0,54.3,81.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0013,LineString,0.0,0.0,1.0,127.02330670176124,37.49837973258926,10.0,54.3,81.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0013,LineString,0.0,0.0,2.0,127.02332851272936,37.4983319749472,10.0,54.3,81.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0013,LineString,0.0,0.0,3.0,127.02339957196696,37.49846188600935,10.0,54.3,81.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0013,LineString,0.0,0.0,4.0,127.02324002525958,37.49852471764562,10.0,54.3,81.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0013,LineString,0.0,0.0,5.0,127.0232619493996,37.49847695999476,10.0,54.3,81.0,100.0,15.35000038,15.35000038,15.35000038,15.35000038
ROUTE_0012,LineString,0.0,0.0,0.0,127.02142012040676,37.49737402594348,11.0,231.8,95.2,90.5,15.22000027,15.35000038,14.73999977,15.35000038
ROUTE_0012,LineString,0.0,0.0,1.0,127.02156279294204,37.49801605719276,11.0,231.8,95.2,90.5,15.22000027,15.35000038,14.73999977,15.35000038
ROUTE_0012,LineString,0.0,0.0,2.0,127.0221872818688,37.49809910444744,11.0,231.8,95.2,90.5,15.22000027,15.35000038,14.73999977,15.35000038
ROUTE_0012,LineString,0.0,0.0,3.0,127.0232843256089,37.49842839134462,11.0,231.8,95.2,90.5,15.22000027,15.35000038,14.73999977,15.35000038
ROUTE_0022,LineString,0.0,0.0,0.0,127.02665236195804,37.49385768345946,12.0,54.2,33.3,100.0,16.0,16.0,16.0,16.12999916
ROUTE_0022,LineString,0.0,0.0,1.0,127.02660094414534,37.4939528413908,12.0,54.2,33.3,100.0,16.0,16.0,16.0,16.12999916
ROUTE_0022,LineString,0.0,0.0,2.0,127.02657574373336,37.4939995192261,12.0,54.2,33.3,100.0,16.0,16.0,16.0,16.12999916
ROUTE_0022,LineString,0.0,0.0,3.0,127.02651395476644,37.49386663457284,12.0,54.2,33.3,100.0,16.0,16.0,16.0,16.12999916
ROUTE_0022,LineString,0.0,0.0,4.0,127.02667744919444,37.493811005632274,12.0,54.2,33.3,100.0,16.0,16.0,16.0,16.12999916
ROUTE_0022,LineString,0.0,0.0,5.0,127.02665236195804,37.49385768345946,12.0,54.2,33.3,100.0,16.0,16.0,16.0,16.12999916
ROUTE_0021,LineString,0.0,0.0,0.0,127.02643185089916,37.49384529910396,13.0,321.6,100.0,38.1,16.12999916,15.22000027,15.22000027,16.12999916
ROUTE_0021,LineString,0.0,0.0,1.0,127.02589240040476,37.49367936296554,13.0,321.6,100.0,38.1,16.12999916,15.22000027,15.22000027,16.12999916
ROUTE_0021,LineString,0.0,0.0,2.0,127.02590865505324,37.4935957459454,13.0,321.6,100.0,38.1,16.12999916,15.22000027,15.22000027,16.12999916
ROUTE_0021,LineString,0.0,0.0,3.0,127.02611702746788,37.49317348813141,13.0,321.6,100.0,38.1,16.12999916,15.22000027,15.22000027,16.12999916
ROUTE_0021,LineString,0.0,0.0,4.0,127.02594671505672,37.49313027731614,13.0,321.6,100.0,38.1,16.12999916,15.22000027,15.22000027,16.12999916
ROUTE_0021,LineString,0.0,0.0,5.0,127.02646129766836,37.492052198125386,13.0,321.6,100.0,38.1,16.12999916,15.22000027,15.22000027,16.12999916
ROUTE_0021,LineString,0.0,0.0,6.0,127.02576013912312,37.49182737155864,13.0,321.6,100.0,38.1,16.12999916,15.22000027,15.22000027,16.12999916
ROUTE_0024,LineString,0.0,0.0,0.0,127.02333939346472,37.49477660062354,14.0,154.0,0.0,0.0,14.89000034,16.84000015,14.76000023,16.84000015
ROUTE_0024,LineString,0.0,0.0,1.0,127.02396025112192,37.49348245007821,14.0,154.0,0.0,0.0,14.89000034,16.84000015,14.76000023,16.84000015
ROUTE_0055,LineString,0.0,0.0,0.0,127.02314492458132,37.50147472040992,15.0,220.1,14.3,100.0,13.56000042,13.63000011,12.22000027,13.63000011
ROUTE_0055,LineString,0.0,0.0,1.0,127.02230932357229,37.501210976541344,15.0,220.1,14.3,100.0,13.56000042,13.63000011,12.22000027,13.63000011
ROUTE_0055,LineString,0.0,0.0,2.0,127.0218322627334,37.5022349687144,15.0,220.1,14.3,100.0,13.56000042,13.63000011,12.22000027,13.63000011
ROUTE_0055,LineString,0.0,0.0,3.0,127.02204172635484,37.50228736835206,15.0,220.1,14.3,100.0,13.56000042,13.63000011,12.22000027,13.63000011
ROUTE_0019,LineString,0.0,0.0,0.0,127.03308293433804,37.49521162261756,16.0,54.2,0.0,0.0,17.95000076,17.95000076,17.95000076,21.65999985
ROUTE_0019,LineString,0.0,0.0,1.0,127.03317359356902,37.495137354232575,16.0,54.2,0.0,0.0,17.95000076,17.95000076,17.95000076,21.65999985
ROUTE_0019,LineString,0.0,0.0,2.0,127.03321801877875,37.49510094107344,16.0,54.2,0.0,0.0,17.95000076,17.95000076,17.95000076,21.65999985
ROUTE_0019,LineString,0.0,0.0,3.0,127.03321627223316,37.495242669938015,16.0,54.2,0.0,0.0,17.95000076,17.95000076,17.95000076,21.65999985
ROUTE_0019,LineString,0.0,0.0,4.0,127.03303850899714,37.49524803572528,16.0,54.2,0.0,0.0,17.95000076,17.95000076,17.95000076,21.65999985
ROUTE_0019,LineString,0.0,0.0,5.0,127.03308293433804,37.49521162261756,16.0,54.2,0.0,0.0,17.95000076,17.95000076,17.95000076,21.65999985
ROUTE_0018,LineString,0.0,0.0,0.0,127.0325464680722,37.49390089666135,17.0,204.0,28.6,95.2,17.34000015,17.95000076,17.34000015,17.95000076
ROUTE_0018,LineString,0.0,0.0,1.0,127.03328238506585,37.49413234053,17.0,204.0,28.6,95.2,17.34000015,17.95000076,17.34000015,17.95000076
ROUTE_0018,LineString,0.0,0.0,2.0,127.03327463757692,37.49425650147337,17.0,204.0,28.6,95.2,17.34000015,17.95000076,17.34000015,17.95000076
ROUTE_0018,LineString,0.0,0.0,3.0,127.03341148261468,37.49429484574736,17.0,204.0,28.6,95.2,17.34000015,17.95000076,17.34000015,17.95000076
ROUTE_0018,LineString,0.0,0.0,4.0,127.03303086711786,37.49509964203814,17.0,204.0,28.6,95.2,17.34000015,17.95000076,17.34000015,17.95000076
ROUTE_0018,LineString,0.0,0.0,5.0,127.03312826397598,37.49517448843387,17.0,204.0,28.6,95.2,17.34000015,17.95000076,17.34000015,17.95000076
ROUTE_0033,LineString,0.0,0.0,0.0,127.02402109390334,37.49350072816702,18.0,54.2,0.0,0.0,16.84000015,16.84000015,16.84000015,16.84000015
ROUTE_0033,LineString,0.0,0.0,1.0,127.0238994083702,37.49346417195803,18.0,54.2,0.0,0.0,16.84000015,16.84000015,16.84000015,16.84000015
ROUTE_0033,LineString,0.0,0.0,2.0,127.02383980966827,37.49344634405897,18.0,54.2,0.0,0.0,16.84000015,16.84000015,16.84000015,16.84000015
ROUTE_0033,LineString,0.0,0.0,3.0,127.02400353141157,37.49339098907099,18.0,54.2,0.0,0.0,16.84000015,16.84000015,16.84000015,16.84000015
ROUTE_0033,LineString,0.0,0.0,4.0,127.02408069269153,37.49351855597443,18.0,54.2,0.0,0.0,16.84000015,16.84000015,16.84000015,16.84000015
ROUTE_0033,LineString,0.0,0.0,5.0,127.02402109390334,37.49350072816702,18.0,54.2,0.0,0.0,16.84000015,16.84000015,16.84000015,16.84000015
ROUTE_0017,LineString,0.0,0.0,0.0,127.02113899424891,37.49618745088729,19.0,54.2,100.0,100.0,19.26000023,19.26000023,12.53999996,19.26000023
ROUTE_0017,LineString,0.0,0.0,1.0,127.02118024209793,37.49608914366836,19.0,54.2,100.0,100.0,19.26000023,19.26000023,12.53999996,19.26000023
ROUTE_0017,LineString,0.0,0.0,2.0,127.02120047048204,37.4960410262816,19.0,54.2,100.0,100.0,19.26000023,19.26000023,12.53999996,19.26000023
ROUTE_0017,LineString,0.0,0.0,3.0,127.02127593367084,37.496169316069945,19.0,54.2,100.0,100.0,19.26000023,19.26000023,12.53999996,19.26000023
ROUTE_0017,LineString,0.0,0.0,4.0,127.0211187657859,37.49623556826237,19.0,54.2,100.0,100.0,19.26000023,19.26000023,12.53999996,19.26000023
ROUTE_0017,LineString,0.0,0.0,5.0,127.02113899424891,37.49618745088729,19.0,54.2,100.0,100.0,19.26000023,19.26000023,12.53999996,19.26000023
ROUTE_0014,LineString,0.0,0.0,0.0,127.01933087974042,37.49656212885789,20.0,254.6,9.5,57.1,20.27000046,19.26000023,12.53999996,20.27000046
ROUTE_0014,LineString,0.0,0.0,1.0,127.01976284267164,37.49605857485478,20.0,254.6,9.5,57.1,20.27000046,19.26000023,12.53999996,20.27000046
ROUTE_0014,LineString,0.0,0.0,2.0,127.02064131466317,37.49660749809685,20.0,254.6,9.5,57.1,20.27000046,19.26000023,12.53999996,20.27000046
ROUTE_0014,LineString,0.0,0.0,3.0,127.02078436150909,37.49658927268253,20.0,254.6,9.5,57.1,20.27000046,19.26000023,12.53999996,20.27000046
ROUTE_0014,LineString,0.0,0.0,4.0,127.02097069814818,37.496089811755375,20.0,254.6,9.5,57.1,20.27000046,19.26000023,12.53999996,20.27000046
ROUTE_0014,LineString,0.0,0.0,5.0,127.02115967474154,37.49613834232003,20.0,254.6,9.5,57.1,20.27000046,19.26000023,12.53999996,20.27000046
ROUTE_0025,LineString,0.0,0.0,0.0,127.02405257561674,37.49329006629824,21.0,130.8,0.0,0.0,16.84000015,16.60000038,16.60000038,16.84000015
ROUTE_0025,LineString,0.0,0.0,1.0,127.02456764031028,37.49221641021819,21.0,130.8,0.0,0.0,16.84000015,16.60000038,16.60000038,16.84000015
ROUTE_0025,LineString,0.0,0.0,2.0,127.02460167524332,37.49221180799848,21.0,130.8,0.0,0.0,16.84000015,16.60000038,16.60000038,16.84000015
ROUTE_0032,LineString,0.0,0.0,0.0,127.02461390435832,37.492262712363214,22.0,54.2,0.0,0.0,16.60000038,16.60000038,16.60000038,16.60000038
ROUTE_0032,LineString,0.0,0.0,1.0,127.02458944614494,37.49216090363203,22.0,54.2,0.0,0.0,16.60000038,16.60000038,16.60000038,16.60000038
ROUTE_0032,LineString,0.0,0.0,2.0,127.0245774435729,37.49211108042554,22.0,54.2,0.0,0.0,16.60000038,16.60000038,16.60000038,16.60000038
ROUTE_0032,LineString,0.0,0.0,3.0,127.024722097114,37.49219340231169,22.0,54.2,0.0,0.0,16.60000038,16.60000038,16.60000038,16.60000038
ROUTE_0032,LineString,0.0,0.0,4.0,127.02462590697893,37.49231253556469,22.0,54.2,0.0,0.0,16.60000038,16.60000038,16.60000038,16.60000038
ROUTE_0032,LineString,0.0,0.0,5.0,127.02461390435832,37.492262712363214,22.0,54.2,0.0,0.0,16.60000038,16.60000038,16.60000038,16.60000038
ROUTE_0056,LineString,0.0,0.0,0.0,127.02202488726608,37.50232746624896,23.0,44.3,38.1,100.0,13.63000011,13.63000011,13.63000011,13.63000011
ROUTE_0056,LineString,0.0,0.0,1.0,127.02205845233262,37.50224727047361,23.0,44.3,38.1,100.0,13.63000011,13.63000011,13.63000011,13.63000011
ROUTE_0056,LineString,0.0,0.0,2.0,127.0220749523188,37.50220789343937,23.0,44.3,38.1,100.0,13.63000011,13.63000011,13.63000011,13.63000011
ROUTE_0056,LineString,0.0,0.0,3.0,127.02213673197586,37.50231257874811,23.0,44.3,38.1,100.0,13.63000011,13.63000011,13.63000011,13.63000011
ROUTE_0056,LineString,0.0,0.0,4.0,127.02200850032048,37.50236684325434,23.0,44.3,38.1,100.0,13.63000011,13.63000011,13.63000011,13.63000011
ROUTE_0056,LineString,0.0,0.0,5.0,127.02202488726608,37.50232746624896,23.0,44.3,38.1,100.0,13.63000011,13.63000011,13.63000011,13.63000011
ROUTE_0023,LineString,0.0,0.0,0.0,127.02578499967947,37.49177952264475,24.0,54.2,100.0,0.0,15.22000027,15.22000027,15.22000027,16.75
ROUTE_0023,LineString,0.0,0.0,1.0,127.02573527856596,37.49187531056763,24.0,54.2,100.0,0.0,15.22000027,15.22000027,15.22000027,16.75
ROUTE_0023,LineString,0.0,0.0,2.0,127.02571098299364,37.49192216823925,24.0,54.2,100.0,0.0,15.22000027,15.22000027,15.22000027,16.75
ROUTE_0023,LineString,0.0,0.0,3.0,127.02564670985012,37.49179009453231,24.0,54.2,100.0,0.0,15.22000027,15.22000027,15.22000027,16.75
ROUTE_0023,LineString,0.0,0.0,4.0,127.02580929512844,37.49173257485606,24.0,54.2,100.0,0.0,15.22000027,15.22000027,15.22000027,16.75
ROUTE_0023,LineString,0.0,0.0,5.0,127.02578499967947,37.49177952264475,24.0,54.2,100.0,0.0,15.22000027,15.22000027,15.22000027,16.75
ROUTE_0051,LineString,0.0,0.0,0.0,127.0224446401961,37.50292015889641,25.0,44.2,19.0,100.0,13.65999985,13.65999985,13.65999985,13.65999985
ROUTE_0051,LineString,0.0,0.0,1.0,127.02234454353282,37.50289179619399,25.0,44.2,19.0,100.0,13.65999985,13.65999985,13.65999985,13.65999985
ROUTE_0051,LineString,0.0,0.0,2.0,127.02229556971592,37.502877929960086,25.0,44.2,19.0,100.0,13.65999985,13.65999985,13.65999985,13.65999985
ROUTE_0051,LineString,0.0,0.0,3.0,127.02242821482746,37.50283078225381,25.0,44.2,19.0,100.0,13.65999985,13.65999985,13.65999985,13.65999985
ROUTE_0051,LineString,0.0,0.0,4.0,127.02249361406813,37.50293402506839,25.0,44.2,19.0,100.0,13.65999985,13.65999985,13.65999985,13.65999985
ROUTE_0051,LineString,0.0,0.0,5.0,127.0224446401961,37.50292015889641,25.0,44.2,19.0,100.0,13.65999985,13.65999985,13.65999985,13.65999985
ROUTE_0047,LineString,0.0,0.0,0.0,127.02047879163892,37.504399786964456,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,1.0,127.0206412955462,37.50434380624286,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,2.0,127.0207732077485,37.50408744706432,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,3.0,127.02099192126582,37.50363447292572,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,4.0,127.0210964244045,37.50364607728053,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,5.0,127.02144410645822,37.50374278267239,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,6.0,127.02162146953935,37.50345361765837,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,7.0,127.02207762207992,37.50359318915015,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0047,LineString,0.0,0.0,8.0,127.02239464841544,37.50290602259538,26.0,302.4,66.7,61.9,10.89999962,13.65999985,10.89999962,13.65999985
ROUTE_0031,LineString,0.0,0.0,0.0,127.02492838677236,37.49162022819407,27.0,54.2,95.2,0.0,16.75,16.75,16.75,16.75
ROUTE_0031,LineString,0.0,0.0,1.0,127.02497041877324,37.4915221897134,27.0,54.2,95.2,0.0,16.75,16.75,16.75,16.75
ROUTE_0031,LineString,0.0,0.0,2.0,127.0249909827557,37.49147416167063,27.0,54.2,95.2,0.0,16.75,16.75,16.75,16.75
ROUTE_0031,LineString,0.0,0.0,3.0,127.02506543025552,37.49160280975535,27.0,54.2,95.2,0.0,16.75,16.75,16.75,16.75
ROUTE_0031,LineString,0.0,0.0,4.0,127.0249078227398,37.49166834632553,27.0,54.2,95.2,0.0,16.75,16.75,16.75,16.75
ROUTE_0031,LineString,0.0,0.0,5.0,127.02492838677236,37.49162022819407,27.0,54.2,95.2,0.0,16.75,16.75,16.75,16.75
ROUTE_0028,LineString,0.0,0.0,0.0,127.0231301719814,37.49104403928319,28.0,170.9,100.0,0.0,24.04999924,16.75,16.75,24.04999924
ROUTE_0028,LineString,0.0,0.0,1.0,127.02494940278656,37.49157120895581,28.0,170.9,100.0,0.0,24.04999924,16.75,16.75,24.04999924
ROUTE_0037,LineString,0.0,0.0,0.0,127.0265184839705,37.49100503450748,29.0,54.2,0.0,0.0,17.31999969,17.31999969,17.31999969,17.31999969
ROUTE_0037,LineString,0.0,0.0,1.0,127.02651919905917,37.4911086502058,29.0,54.2,0.0,0.0,17.31999969,17.31999969,17.31999969,17.31999969
ROUTE_0037,LineString,0.0,0.0,2.0,127.026519556222,37.49115937684539,29.0,54.2,0.0,0.0,17.31999969,17.31999969,17.31999969,17.31999969
ROUTE_0037,LineString,0.0,0.0,3.0,127.02639615410943,37.49105741043661,29.0,54.2,0.0,0.0,17.31999969,17.31999969,17.31999969,17.31999969
ROUTE_0037,LineString,0.0,0.0,4.0,127.0265181268092,37.49095430786651,29.0,54.2,0.0,0.0,17.31999969,17.31999969,17.31999969,17.31999969
ROUTE_0037,LineString,0.0,0.0,5.0,127.0265184839705,37.49100503450748,29.0,54.2,0.0,0.0,17.31999969,17.31999969,17.31999969,17.31999969
ROUTE_0030,LineString,0.0,0.0,0.0,127.02789663241822,37.48912016959544,30.0,270.2,85.7,0.0,18.80999947,17.31999969,16.87000084,18.80999947
ROUTE_0030,LineString,0.0,0.0,1.0,127.02697781604527,37.491052683908094,30.0,270.2,85.7,0.0,18.80999947,17.31999969,16.87000084,18.80999947
ROUTE_0030,LineString,0.0,0.0,2.0,127.02651884151456,37.491056842356855,30.0,270.2,85.7,0.0,18.80999947,17.31999969,16.87000084,18.80999947
